pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
7.28011,46,100,152,9961
7.28011,178,9882,630,259
7.28011,1398,1794,4525,3515
7.28011,30,4159,61,5862
7.28011,132,1117,334,9063
7.28011,56,9991,156,91
7.28011,346,472,1522,455
7.615773,21,37,64,9128
7.615773,523,5564,2632,919
7.615773,1165,4960,5536,5153
7.615773,1579,9326,5153,7945
7.615773,23,22,56,23
7.615773,989,8550,2547,1258
7.81025,2536,8711,8987,8129
7.81025,1804,3433,4043,8879
7.81025,16,9985,62,9970
7.81025,42,103,154,9939
7.81025,76,111,348,111
7.81025,1248,9381,4178,1531
7.81025,30,4657,65,31
7.81025,3000,6999,6862,4841
7.81025,838,9219,3361,1219
8,557,9648,2865,3219
8,87,9980,249,97
8,185,7772,472,7760
8,689,9492,2727,3692
8.062258,30,3296,76,3301
8.062258,200,9908,605,9488
8.062258,2912,4975,9883,8218
8.062258,1038,3762,4975,2628
8.062258,2894,5421,108,8508
8.062258,32,37,104,9921
8.062258,416,7040,1837,9872
8.062258,1976,8225,1794,2800
8.246211,65,155,206,6174
8.246211,167,214,547,255
8.246211,2093,8184,8163,6067
8.246211,159,5583,742,5150
8.246211,179,788,625,9354
8.246211,1031,1612,3677,1743
8.246211,2329,5634,9406,5446
8.485281,551,3019,2509,2697
8.5440035,1168,9661,4356,2392
8.5440035,1848,5401,8886,6320
8.5440035,22,21,72,9102
8.5440035,74,322,192,355
8.602325,2923,6603,8132,7026
8.602325,675,9277,3565,9717
8.602325,35,9959,92,9375
8.602325,325,508,1003,8871
8.602325,53,2570,180,9959
8.602325,23,35,54,36
8.602325,31,55,91,42
8.602325,47,1683,103,51
8.602325,37,42,105,68
8.602325,131,164,539,745
8.602325,149,9967,436,9926
8.944272,19,9991,43,9992
8.944272,1389,2475,3876,2636
8.944272,13,261,25,9969
8.944272,341,538,1645,9807
8.944272,73,1247,302,1016
9,64,9953,118,89
9,18,9920,57,9977
9,2180,8139,9360,7154
9,1358,8013,5202,3455
9.055386,919,1571,3644,1641
9.055386,195,484,389,256
9.055386,43,7372,102,7375
9.055386,391,829,1244,648
9.055386,731,1207,2777,1148
9.055386,1813,5085,7117,4128
9.055386,53,9968,177,3965
9.055386,73,1480,230,1477
9.055386,123,467,464,6307
9.055386,433,1123,1403,839
9.055386,349,855,1978,9343
9.055386,347,4393,1412,4365
9.219544,124,9379,474,9371
9.219544,126,271,493,4215
9.219544,150,8931,701,9046
9.219544,460,1903,1938,9309
9.219544,330,8848,1364,9052
9.219544,204,253,1203,9613
9.219544,1156,1525,383,9627
9.219544,120,619,470,604
9.219544,458,3876,2210,1177
9.219544,1264,8969,6073,1956
9.219544,194,322,555,292
9.219544,34,83,116,82
9.219544,170,9976,468,9848
9.433981,120,151,641,797
9.433981,24,9965,82,522
9.433981,752,1409,3233,933
9.433981,1518,2306,5444,9727
9.433981,56,9610,200,9578
9.433981,246,3563,879,8099
9.433981,58,122,211,9719
9.433981,72,1250,204,1209
9.486833,55,9979,168,164
9.486833,231,743,873,415
9.486833,31,78,91,9741
9.486833,777,8489,3790,4555
9.486833,51,92,114,62
9.486833,67,9897,204,9983
9.486833,249,6958,853,1710
9.486833,87,9935,173,9963
9.486833,337,6070,1436,7519
9.848858,76,115,210,2303
9.848858,780,8725,3050,2566
9.848858,86,90,221,5291
9.848858,18,9596,56,9603
9.848858,16,9561,41,16
9.899495,37,8647,101,1388
9.899495,75,694,285,701
9.899495,33,9463,97,9464
10,65,3837,189,69
10,25,31,68,9947
10,73,211,298,172
10,775,9432,2473,8675
10,53,5098,150,5089
10,69,4209,310,9982
10,209,252,756,252
10,669,7774,3468,1232
10,63,3878,161,3885
10,129,153,686,152
10.049875,22,21,45,22
10.049875,1334,6771,5479,5003
10.049875,206,6820,967,9746
10.049875,206,5564,646,221
10.049875,94,3129,215,3074
10.049875,216,4047,591,275
10.049875,62,9829,234,108
10.049875,100,607,436,1223
10.049875,410,4197,1894,4372
10.198039,409,509,861,522
10.198039,103,117,375,110
10.198039,137,8253,630,9982
10.198039,945,8689,5461,7259
10.198039,67,9900,182,9907
10.198039,91,8330,291,8323
10.198039,3349,6582,9092,5304
10.198039,39,9791,164,283
10.198039,2493,8565,9786,5131
10.198039,1973,8576,8704,8665
10.29563,2745,4606,9839,4769
10.29563,37,863,81,72
10.29563,1033,2534,3594,7618
10.29563,427,9954,1653,6284
10.440307,616,8953,2058,826
10.440307,610,1051,2895,865
10.440307,948,1740,3882,7995
10.440307,86,196,296,196
10.440307,602,2477,2026,8544
10.440307,478,4647,2252,9813
10.440307,40,44,105,42
10.440307,234,1116,1155,9862
10.630146,720,7539,2776,7615
10.630146,496,6777,1553,9747
10.630146,2380,3836,9274,8314
10.630146,1406,8655,8091,8933
10.630146,1114,8801,3880,9034
10.630146,3338,6623,8884,4582
10.770329,1609,7497,7558,7273
10.770329,1655,7933,6299,3049
10.770329,2337,3655,6747,4802
10.770329,91,9952,276,122
10.770329,159,168,642,8110
10.770329,49,637,135,71
10.816654,272,419,872,520
10.816654,2222,8741,8398,6183
10.816654,142,837,653,8816
10.816654,3064,5560,785,8146
10.816654,88,9965,174,159
10.816654,1852,5914,7582,2410
10.816654,108,109,385,173
11,62,8266,157,68
11,2518,4890,9545,7213
11,190,1363,1049,203
11,24,129,90,137
11.045361,293,334,1014,3804
11.045361,729,1332,2882,1910
11.18034,2030,2833,5663,4189
11.18034,256,9462,882,9488
11.18034,46,47,96,46
11.18034,236,274,558,374
11.18034,556,8782,1989,1829
11.18034,242,509,566,280
11.18034,230,1569,687,256
11.18034,464,9051,2377,8713
11.18034,190,8188,522,1968
11.18034,1352,4680,7031,5261
11.18034,532,9853,2045,9818
11.18034,342,8392,1592,458
11.18034,76,96,220,202
11.18034,26,53,115,9955
11.18034,68,4057,150,4058
11.18034,68,91,252,9786
11.313708,537,1014,1071,9458
11.401754,335,1840,981,8437
11.401754,379,456,1190,9713
11.401754,1097,3948,4913,3809
11.401754,61,1222,174,9450
11.401754,1659,8943,5183,3467
11.401754,75,76,266,163
11.401754,1911,7701,4983,6530
11.401754,411,1482,2089,728
11.401754,307,504,1692,9811
11.401754,3567,5659,263,4922
11.401754,2001,4759,5690,6634
11.401754,3735,292,568,6925
11.661903,43,5053,105,5072
11.661903,165,176,490,9467
11.661903,817,6942,3144,3574
11.661903,63,9552,210,9461
11.661903,3341,5467,9120,5068
11.661903,39,47,106,39
11.661903,1871,3126,4842,5977
11.7046995,398,581,1713,586
11.7046995,190,5591,723,5182
11.7046995,1272,4633,5299,4694
11.7046995,152,1881,616,9712
12,25,29,104,27
12,59,7535,307,2615
12.0415945,2092,9532,5380,2662
12.0415945,1308,7583,4771,3886
12.0415945,2444,8216,8738,7092
12.0415945,140,2423,525,7603
12.0415945,1520,6573,7886,4985
12.0415945,32,64,84,9982
12.0415945,34,33,71,34
12.0415945,42,1168,207,217
12.0415945,394,9795,1759,2111
12.0415945,132,9955,494,506
12.0415945,572,794,2608,1242
12.0415945,106,9881,435,157
12.0415945,86,9969,266,124
12.0415945,1090,2815,4782,6025
12.083046,427,9612,1026,633
12.083046,1209,1500,4989,8993
12.083046,145,8325,522,190
12.083046,71,71,254,5878
12.083046,37,57,139,58
12.083046,107,9926,562,9935
12.083046,2331,5215,8372,5630
12.083046,103,9676,332,9706
12.083046,23,7836,82,7837
12.165525,311,429,930,2054
12.165525,161,534,834,9535
12.206555,54,53,112,3129
12.206555,84,85,213,100
12.206555,1648,248,450,9253
12.206555,252,9933,624,342
12.206555,704,9686,2312,818
12.206555,64,73,200,551
12.206555,606,1610,2604,7060
12.206555,40,918,159,54
12.206555,1040,5398,3849,1722
12.206555,156,2753,485,292
12.369317,44,75,125,76
12.369317,184,298,844,6308
12.369317,1304,3193,7406,2486
12.369317,292,820,1295,1111
12.369317,172,455,685,282
12.369317,1882,6332,9939,5719
12.529964,180,8916,722,9460
12.529964,72,9980,315,9887
12.529964,2020,3589,6296,8454
12.529964,1384,1837,4131,2007
12.529964,1568,3002,1790,8633
12.529964,270,322,1076,315
12.649111,1127,2667,3732,2780
12.649111,43,9983,157,9676
12.727922,1137,2403,5933,7048
12.727922,1049,2216,3956,8726
12.727922,1629,2750,6411,2972
12.806249,29,60,115,99
12.806249,387,2308,1347,8129
12.806249,717,9377,2958,3915
12.806249,1979,3673,5967,5288
12.806249,2377,4409,6065,3805
12.806249,41,42,81,74
12.806249,75,90,277,9928
12.806249,167,624,742,659
12.806249,93,4952,261,5115
12.806249,1269,8048,4758,2616
12.806249,1521,433,934,9170
13,540,4362,2087,4366
13,96,122,234,1285
13,1712,2717,5370,2293
13,220,287,800,275
13,96,9933,375,9955
13,762,4592,3307,1219
13,430,9412,2008,4349
13,954,6472,5059,5374
13,62,141,189,66
13,70,256,259,203
13.038404,67,137,203,9983
13.038404,145,162,320,1862
13.038404,295,545,1074,6370
13.038404,25,4869,81,40
13.038404,1121,1474,3129,1657
13.038404,167,263,568,186
13.038404,249,764,958,640
13.038404,909,1188,5800,8777
13.038404,65,8678,204,1647
13.038404,105,1948,302,116
13.038404,95,9984,254,9987
13.152946,398,1922,1146,566
13.152946,988,8205,4919,8646
13.152946,52,2530,137,57
13.152946,232,322,659,263
13.152946,76,9849,301,9864
13.152946,50,96,174,1010
13.152946,1230,3232,4897,3187
13.341664,245,9787,1162,376
13.341664,1811,7788,6411,8020
13.341664,67,750,151,749
13.341664,555,2644,3003,2043
13.341664,201,8902,708,8905
13.341664,1363,200,798,9304
13.341664,103,9691,380,358
13.341664,157,9952,440,9951
13.416408,2527,6596,7896,3978
13.416408,629,1773,4234,7529
13.416408,57,8173,170,8170
13.453624,548,1141,2214,1347
13.453624,460,2679,1855,3297
13.453624,2582,5649,9801,6802
13.453624,786,2210,2428,1239
13.453624,2554,7509,6254,8498
13.453624,180,219,463,8098
13.453624,446,572,1579,2163
13.453624,40,577,166,90
13.601471,240,245,1228,7291
13.601471,30,4224,61,4225
13.601471,1006,1173,6446,7010
13.601471,142,9772,488,9733
13.601471,1982,8099,7826,9120
13.601471,1900,8754,8696,3265
13.601471,1136,5189,5970,4739
13.892444,758,8038,3103,1861
13.892444,1424,7946,4556,2319
13.892444,598,1784,3333,9230
13.892444,534,6847,2467,2708
13.892444,280,2722,1372,2713
13.892444,62,8432,175,64
13.892444,1048,6701,5159,4667
13.892444,1102,3967,4159,1670
13.892444,1268,2520,3857,3122
13.892444,1020,1811,4164,4029
13.892444,1936,8869,9615,9039
13.928389,547,7065,1806,661
13.928389,109,731,333,127
13.928389,889,9685,2023,9511
13.928389,109,132,405,116
13.928389,549,6899,1874,1704
13.928389,1245,1722,3402,4709
13.928389,189,201,840,4580
13.928389,97,130,267,134
13.928389,119,6987,389,140
13.928389,265,799,889,756
13.928389,3301,7769,9738,6385
13.928389,2907,7795,7066,4575
14,223,9806,461,247
14,729,8938,3692,1003
14,209,251,464,9891
14,673,1029,1165,870
14.035668,284,2753,1160,7332
14.035668,238,695,973,9973
14.035668,1210,1959,1759,1957
14.035668,216,2046,552,233
14.035668,2042,5480,8691,2846
14.035668,440,2452,2145,1278
14.035668,58,9996,170,5043
14.142136,517,9245,1917,9801
14.142136,625,1570,2783,8578
14.142136,63,66,192,5486
14.142136,743,6203,4078,6320
14.142136,3461,6594,531,6632
14.142136,175,292,562,298
14.142136,239,3061,1190,9971
14.21267,143,9998,524,147
14.21267,147,5095,549,5103
14.21267,1289,4177,5706,8652
14.21267,1769,2527,4202,9169
14.3178215,106,193,439,119
14.3178215,294,6179,1275,6178
14.3178215,252,9736,739,9735
14.3178215,180,213,746,452
14.3178215,2054,8313,6884,8796
14.3178215,310,378,1197,9673
14.3178215,58,66,146,58
14.3178215,148,656,672,3327
14.3178215,202,405,508,324
14.3178215,112,4757,355,134
14.3178215,212,3909,656,221
14.3178215,1384,8245,3934,2527
14.3178215,1800,3665,8549,4840
14.3178215,1950,7048,7934,9386
14.422205,1543,1997,3566,1646
14.422205,351,9818,1182,4960
14.422205,3633,6551,9896,6543
14.422205,373,3496,1008,6783
14.56022,241,277,781,8173
14.56022,1711,6301,9502,6677
14.56022,1327,2166,6872,8888
14.56022,227,3213,572,1362
14.56022,527,2741,3189,7710
14.56022,219,371,915,390
14.56022,55,56,268,185
14.56022,179,1537,703,435
14.56022,255,9351,762,374
14.56022,327,9028,1497,9245
14.764823,255,9878,1174,9419
14.764823,147,7177,398,7261
14.764823,331,5034,1065,5012
14.764823,319,539,1164,5836
14.764823,695,1481,3241,3626
14.764823,1233,7095,6107,8648
14.764823,71,386,285,9633
14.866069,66,88,252,166
14.866069,262,327,751,9800
14.866069,696,9580,2536,1360
14.866069,220,324,1225,310
14.866069,306,324,1048,9450
14.866069,376,9202,1430,9226
14.866069,58,3172,141,59
14.866069,2182,3659,8104,3431
14.866069,1020,1250,3667,1168
14.866069,104,5253,345,9881
14.866069,50,160,246,9652
15,376,896,1724,9643
15,2304,5398,8574,6735
15,438,7251,2009,486
15,366,7568,1462,6978
15,106,109,298,139
15,744,918,2941,2044
15,246,496,877,302
15,272,4720,1045,327
15,150,357,403,197
15,710,8385,4247,8671
15,2152,4637,8566,4393
15,772,1081,2438,1112
15.033297,435,834,1412,1888
15.033297,1169,5416,3937,2292
15.033297,299,360,1550,3270
15.033297,265,281,414,9800
15.132746,2836,6331,7332,5791
15.132746,1760,2555,6697,6670
15.132746,1062,1825,5890,1431
15.132746,148,2767,612,2731
15.132746,2002,5801,9495,5384
15.132746,146,874,819,9160
15.132746,110,203,489,594
15.132746,764,9376,3579,8531
15.132746,2786,4795,9644,6100
15.132746,98,151,175,139
15.132746,146,9770,852,302
15.132746,1724,3521,7328,7696
15.231546,645,2220,3176,8509
15.231546,479,687,1875,1789
15.231546,431,9427,1547,9827
15.231546,101,118,404,179
15.231546,901,2435,2878,2344
15.231546,345,7591,1038,7308
15.231546,307,9223,1315,9291
15.231546,305,334,2005,1097
15.231546,359,9698,1246,737
15.231546,1209,7958,3773,1857
15.264338,34,8178,90,34
15.264338,382,3891,984,3895
15.264338,398,9634,1578,744
15.264338,572,3989,1804,3980
15.264338,104,4098,294,4075
15.264338,220,1076,685,7109
15.264338,122,154,475,140
15.264338,346,2437,1214,2348
15.297058,991,8882,5144,2582
15.297058,571,9349,3221,763
15.297058,221,8572,847,8954
15.524175,150,268,662,293
15.524175,122,1944,523,3183
15.524175,204,2605,781,9729
15.524175,468,7287,1027,7291
15.524175,192,271,407,9890
15.524175,136,3890,520,162
15.524175,4176,6896,2322,6686
15.556349,2279,4440,9871,8177
15.556349,93,123,221,9886
15.556349,209,7965,893,603
15.6205,429,7196,1639,3134
15.6205,141,427,712,1259
15.6205,121,133,494,145
15.6205,637,4070,1925,3436
15.6205,1739,2789,7319,2628
15.652476,932,8818,4929,1421
15.652476,1284,2144,4453,7631
15.652476,1538,4455,4958,4051
15.652476,1282,3239,7010,2430
15.652476,458,1943,1440,1965
15.811388,869,3556,4168,9475
15.811388,1227,5398,4710,1602
15.811388,1125,3663,4469,6876
15.811388,215,414,979,9534
15.811388,637,6746,2772,9661
15.811388,1399,6999,6900,4509
15.811388,487,2126,2402,3189
15.811388,1619,8072,6974,2102
15.811388,3053,7558,9509,6084
15.811388,507,6140,2299,6019
15.811388,2527,6027,9493,4471
15.811388,733,4670,2078,5858
15.811388,319,4492,1366,4519
15.811388,1891,6130,7547,8382
16,149,270,424,159
16,111,8812,342,142
16,537,635,1439,1163
16,811,1389,3713,7070
16,139,1674,582,9795
16,2773,4649,8843,8180
16,69,8447,290,88
16.03122,50,8654,105,54
16.03122,38,343,80,343
16.03122,52,135,164,9988
16.03122,48,9880,162,9925
16.03122,368,9892,1736,9636
16.124516,61,423,312,405
16.124516,1611,7083,5639,3893
16.124516,733,1152,4093,8941
16.124516,871,8788,5760,3573
16.124516,2387,4621,9190,7359
16.124516,87,3848,257,90
16.124516,383,8447,1153,8203
16.124516,1877,4676,7232,5075
16.155495,1994,4209,6736,5583
16.155495,446,2175,1565,2522
16.155495,352,648,1740,6575
16.155495,1134,8357,5087,5163
16.155495,424,4253,1359,5730
16.155495,932,3074,4496,9108
16.155495,156,9818,575,9792
16.27882,64,376,275,247
16.27882,526,645,2449,651
16.27882,3390,7230,6425,6306
16.27882,1186,4590,6223,4857
16.27882,174,9904,509,9962
16.27882,66,260,297,179
16.27882,270,7153,908,7106
16.27882,1040,1683,3704,1763
16.27882,546,4153,2655,4076
16.27882,148,9896,675,9953
16.27882,46,4472,111,58
16.40122,722,1319,2477,1507
16.40122,44,7768,91,46
16.40122,1188,7665,3558,8114
16.40122,108,2683,379,2670
16.40122,3604,8711,8609,6879
16.40122,820,2192,2817,2137
16.492422,237,241,724,9595
16.492422,627,9766,2259,5852
16.492422,111,9342,297,9325
16.492422,1349,2670,3449,8544
16.492422,187,5122,574,5089
16.492422,159,9897,308,206
16.492422,483,2757,1922,9843
16.492422,535,4606,1793,621
16.552946,1293,352,1412,9171
16.552946,27,8861,58,27
16.552946,193,3200,552,218
16.552946,73,76,212,4145
16.552946,1629,5741,6404,5859
16.643316,1304,2934,4015,7560
16.643316,740,1331,1808,1072
16.643316,490,6628,2306,9667
16.643316,662,1925,3754,8989
16.643316,124,135,463,2594
16.643316,96,8963,319,9987
16.643316,490,6045,3881,7076
16.643316,60,4776,145,87
16.763054,2936,7946,7690,8099
16.763054,172,712,630,711
16.763054,606,6727,1938,5175
16.970562,1131,7846,5933,9157
17,400,550,1094,1035
17,1462,6404,7486,4164
17,1766,2838,7243,3200
17.029387,171,5263,449,5243
17.029387,139,7283,513,7348
17.029387,201,9855,436,300
17.029387,107,305,420,1076
17.029387,117,219,311,246
17.029387,2009,3973,9701,4117
17.029387,603,3129,3360,1998
17.088007,155,243,364,7548
17.088007,305,793,1363,412
17.088007,511,1016,2568,732
17.088007,225,303,1145,1748
17.088007,141,628,413,9783
17.117243,544,739,2671,9748
17.117243,606,791,2189,798
17.117243,950,6747,3655,4129
17.117243,1904,6662,6773,4977
17.117243,1172,6421,4605,5910
17.117243,774,4032,2652,1009
17.117243,500,7741,2260,7198
17.117243,1390,1956,4482,1709
17.20465,1783,5177,5291,3219
17.20465,271,1073,1130,854
17.20465,277,610,956,543
17.20465,303,1972,962,8102
17.20465,3075,6392,8051,6698
17.20465,69,7491,214,9950
17.20465,2019,5082,6846,6107
17.262676,55,60,178,1769
17.262676,281,300,1021,328
17.262676,2755,5909,7854,4226
17.262676,363,2657,1853,569
17.262676,1421,6654,5875,2861
17.262676,55,69,191,3142
17.262676,121,180,687,318
17.262676,433,3028,1302,3252
17.262676,333,1277,1244,8361
17.262676,37,770,116,62
17.262676,273,9545,726,9447
17.262676,95,2067,330,6405
17.262676,3111,8704,8738,8098
17.262676,979,9422,2200,9556
17.464249,76,9695,216,9636
17.464249,584,8388,2354,7507
17.464249,84,9818,310,98
17.464249,492,4645,2083,4690
17.464249,90,171,336,9557
17.464249,1430,7118,8258,7956
17.464249,1378,5247,6028,5709
17.464249,142,9937,468,9835
17.464249,810,2728,4931,7968
17.464249,178,8498,620,8347
17.464249,544,1151,3073,9463
17.464249,250,9894,822,356
17.464249,598,1174,2080,1890
17.464249,156,214,619,9940
17.464249,110,8646,264,130
17.492855,51,4033,152,3947
17.492855,113,2080,442,2358
17.492855,1869,5909,4553,8187
17.492855,397,498,1493,625
17.492855,223,297,546,263
17.492855,89,9409,294,101
17.492855,69,9994,255,9929
17.691807,906,8716,2349,1315
17.691807,574,901,2125,6574
17.691807,1634,4128,6077,4672
17.691807,1924,2749,4587,9464
17.691807,2854,6680,9860,5287
17.691807,104,7085,377,7079
17.720045,629,1049,1806,9944
17.720045,1331,2744,6525,6513
17.720045,53,58,149,57
17.720045,285,679,1361,9408
17.720045,97,196,309,190
17.720045,225,444,599,302
17.720045,81,85,329,357
17.804493,72,171,300,9836
17.804493,1706,5888,6890,5331
17.804493,630,7778,2872,6559
17.804493,2254,8356,9439,4697
17.804493,266,8840,1415,8947
17.804493,60,161,347,9722
17.804493,96,5993,227,99
17.804493,470,2895,1737,9892
17.804493,458,736,1053,992
17.804493,620,9136,3466,964
17.804493,436,4138,1699,769
17.804493,1484,2987,5198,3054
17.888544,2153,5454,7992,3873
17.888544,141,166,632,148
17.888544,43,58,111,45
17.888544,69,9281,166,9279
17.888544,833,1749,3761,8296
17.888544,55,9954,177,9890
17.888544,419,6865,1743,713
17.888544,125,9289,624,9336
17.888544,2287,5620,6913,4592
18,51,50,148,3425
18,153,3922,607,211
18,241,8736,595,685
18,2323,7145,6822,3236
18,1137,9573,7186,6687
18,297,9426,1084,829
18,283,604,1178,612
18,207,2772,537,243
18.027756,394,6727,1226,6277
18.027756,726,5868,3110,3787
18.027756,414,7327,1227,2371
18.027756,136,4203,552,174
18.027756,40,251,157,9753
18.027756,682,863,2270,7043
18.027756,1048,1765,4813,3393
18.027756,688,1131,3341,9378
18.027756,616,4994,3448,1383
18.027756,104,188,340,1217
18.027756,64,641,190,642
18.027756,498,9171,2226,9820
18.027756,226,234,872,6784
18.027756,186,276,579,621
18.027756,56,97,139,128
18.027756,166,267,539,184
18.027756,130,152,434,9646
18.027756,1874,5446,9372,9188
18.027756,190,508,686,5797
18.027756,300,9851,1166,457
18.027756,1986,4185,6506,7346
18.027756,134,4126,593,9912
18.027756,564,2720,3590,6219
18.110771,823,7055,3749,6031
18.110771,407,3592,1845,3495
18.110771,825,8347,2579,9173
18.110771,301,1066,1064,1225
18.110771,129,132,343,9977
18.248287,1826,9080,8587,8498
18.248287,1090,3836,3943,3885
18.248287,1600,7781,7862,7576
18.248287,2190,5730,8622,6610
18.248287,338,2053,1719,2058
18.248287,48,119,210,397
18.248287,342,9063,1001,362
18.35756,788,1525,2984,2614
18.35756,726,8805,3970,7786
18.35756,220,270,800,2101
18.35756,1286,1476,5899,8301
18.35756,374,471,2002,518
18.35756,124,9784,369,253
18.384777,439,6782,1449,1584
18.384777,93,8293,258,1805
18.384777,175,2300,619,2647
18.384777,2025,6492,7045,6432
18.384777,2351,3383,8434,6928
18.384777,377,418,1279,425
18.384777,1893,5617,6652,8585
18.384777,1321,9213,5917,4299
18.384777,3125,8395,9562,4636
18.384777,3447,7511,9244,5905
18.439089,2343,4634,9285,7336
18.439089,107,116,440,194
18.439089,1047,9110,4160,1508
18.439089,1099,9088,2552,9113
18.439089,383,1749,1386,9465
18.439089,439,725,1762,9685
18.439089,909,1886,3830,4973
18.601076,463,1809,1583,1830
18.601076,409,1652,1874,1558
18.601076,115,6201,299,118
18.601076,319,8940,1171,480
18.601076,185,3700,716,3716
18.601076,975,1866,2618,1291
18.681541,784,9838,2090,3690
18.681541,1560,5651,5318,4793
18.681541,198,4879,446,4884
18.681541,1952,4282,6771,3253
18.681541,1976,8088,7488,3351
18.681541,1216,2233,3707,2930
18.681541,1750,2911,5946,5238
18.681541,2482,5810,7685,5972
18.788294,1300,2085,5758,1756
18.788294,636,6206,2410,8473
18.788294,1128,2209,5453,3881
